snapshot_date,city,country,weather,weather_desc,temp,feels_like,temp_min,temp_max,pressure_hpa,humidity_pct,wind_speed,wind_deg,clouds_pct,visibility_m,timestamp
2025-11-12,Noida,IN,Clear,clear sky,26.16,26.16,26.16,26.16,1014,9,3.97,309,0,10000,1762933718
