snapshot_date,city,country,weather,weather_desc,temp,feels_like,temp_min,temp_max,pressure_hpa,humidity_pct,wind_speed,wind_deg,clouds_pct,visibility_m,timestamp
2025-11-13,Noida,IN,Clear,clear sky,17.16,15.3,17.16,17.16,1019,14,2.6,296,0,10000,1763008545
