timestamp,iso_time,price_inr
1762405328,2025-11-06T10:32:08,9209223.30842135
1762408903,2025-11-06T11:31:43,9134771.725768054
1762412498,2025-11-06T12:31:38,9154191.885517376
1762416100,2025-11-06T13:31:40,9133248.123568093
1762419697,2025-11-06T14:31:37,9141617.658026123
1762423293,2025-11-06T15:31:33,9124838.51648633
1762426911,2025-11-06T16:31:51,9141389.505707702
1762430534,2025-11-06T17:32:14,9146029.608186956
1762434103,2025-11-06T18:31:43,9079764.411338035
1762437708,2025-11-06T19:31:48,9155954.02219795
1762441304,2025-11-06T20:31:44,9052894.189672153
1762444800,2025-11-06T21:30:00,9043121.605026545
1762448511,2025-11-06T22:31:51,8953338.121225256
1762452075,2025-11-06T23:31:15,9019935.083342893
1762455730,2025-11-07T00:32:10,9043229.335678473
1762459324,2025-11-07T01:32:04,8979336.91543143
1762462904,2025-11-07T02:31:44,8945837.369067354
1762466791,2025-11-07T03:36:31,8961177.965782946
1762470081,2025-11-07T04:31:21,8983737.073771501
1762473700,2025-11-07T05:31:40,8984607.813501872
1762477291,2025-11-07T06:31:31,8996651.612317469
1762480903,2025-11-07T07:31:43,8969510.412926426
1762484504,2025-11-07T08:31:44,9018910.56343458
1762488084,2025-11-07T09:31:24,9035144.346780712
1762492004,2025-11-07T10:36:44,9044877.431201404
1762495278,2025-11-07T11:31:18,9082387.245294249
1762498869,2025-11-07T12:31:09,9031663.85358
1762502505,2025-11-07T13:31:45,9043156.632394146
1762506029,2025-11-07T14:30:29,8996243.50058403
1762509706,2025-11-07T15:31:46,8941143.429433495
1762513305,2025-11-07T16:31:45,8921369.161352314
1762516877,2025-11-07T17:31:17,8901132.722720098
1762520505,2025-11-07T18:31:45,8815351.225418726
1762524133,2025-11-07T19:32:13,8898091.44533503
1762527722,2025-11-07T20:32:02,8916929.555687694
1762531274,2025-11-07T21:31:14,8946881.105390487
1762534943,2025-11-07T22:32:23,8962739.926172085
1762538489,2025-11-07T23:31:29,9041630.76798467
1762542101,2025-11-08T00:31:41,9091016.516370762
1762545722,2025-11-08T01:32:02,9148395.722006023
1762549301,2025-11-08T02:31:41,9194065.8296608
1762552918,2025-11-08T03:31:58,9190532.294394016
1762556510,2025-11-08T04:31:50,9192776.555916004
1762560079,2025-11-08T05:31:19,9167651.236387476
1762563725,2025-11-08T06:32:05,9107302.906999635
1762567308,2025-11-08T07:31:48,9130964.165479297
1762570903,2025-11-08T08:31:43,9111320.62843263
1762574759,2025-11-08T09:35:59,9100154.356517576
1762578097,2025-11-08T10:31:37,9083765.062223166
1762581969,2025-11-08T11:36:09,9065443.150640333
1762585325,2025-11-08T12:32:05,9061846.912644014
1762588889,2025-11-08T13:31:29,9070232.649081368
1762592483,2025-11-08T14:31:23,9082782.774771394
1762596086,2025-11-08T15:31:26,9069567.899113148
1762599664,2025-11-08T16:31:04,9083922.848501852
1762603330,2025-11-08T17:32:10,9022498.87632429
1762607015,2025-11-08T18:33:35,9043170.47104226
1762610476,2025-11-08T19:31:16,9034372.139555616
1762614130,2025-11-08T20:32:10,9030487.329611043
1762617969,2025-11-08T21:36:09,9017661.72850348
1762621331,2025-11-08T22:32:11,9018271.20130365
1762624878,2025-11-08T23:31:18,9035277.020022778
1762628515,2025-11-09T00:31:55,9053194.207246918
1762632422,2025-11-09T01:37:02,9043860.932965554
1762635765,2025-11-09T02:32:45,9047958.039792437
1762639309,2025-11-09T03:31:49,9067184.78572088
1762642901,2025-11-09T04:31:41,9076797.783101866
1762646475,2025-11-09T05:31:15,9069592.039128657
1762650169,2025-11-09T06:32:49,9023773.519733239
1762653733,2025-11-09T07:32:13,9044729.608020065
1762657310,2025-11-09T08:31:50,9018397.63609075
1762661042,2025-11-09T09:34:02,9012401.640386246
1762664610,2025-11-09T10:33:30,9016226.782691838
1762668274,2025-11-09T11:34:34,9031047.486522332
1762671669,2025-11-09T12:31:09,9021242.72195715
1762675758,2025-11-09T13:39:18,9035021.191906959
1762678928,2025-11-09T14:32:08,9042505.089045566
1762682480,2025-11-09T15:31:20,9012492.68507671
1762686152,2025-11-09T16:32:32,9027903.033462256
1762689758,2025-11-09T17:32:38,9063727.184343988
1762693272,2025-11-09T18:31:12,9049298.13702977
1762697189,2025-11-09T19:36:29,9115344.99167589
1762700467,2025-11-09T20:31:07,9132789.841670757
1762704015,2025-11-09T21:30:15,9200976.40222935
1762707615,2025-11-09T22:30:15,9204251.213890454
1762711368,2025-11-09T23:32:48,9184845.856710985
1762714876,2025-11-10T00:31:16,9263390.007109175
1762718525,2025-11-10T01:32:05,9288887.990198217
1762722386,2025-11-10T02:36:26,9273707.997101761
1762725719,2025-11-10T03:31:59,9264904.89227512
1762729264,2025-11-10T04:31:04,9287425.506633924
1762732943,2025-11-10T05:32:23,9283589.00601575
1762736865,2025-11-10T06:37:45,9437331.560128445
1762740132,2025-11-10T07:32:12,9380399.320032915
1762743755,2025-11-10T08:32:35,9380416.17864981
1762747323,2025-11-10T09:32:03,9404119.011135954
1762750885,2025-11-10T10:31:25,9412159.801496156
1762754581,2025-11-10T11:33:01,9403489.486576337
1762758210,2025-11-10T12:33:30,9415421.37296884
1762761811,2025-11-10T13:33:31,9434486.919852355
1762765500,2025-11-10T14:35:00,9402066.44181773
1762769036,2025-11-10T15:33:56,9430336.934042823
1762772598,2025-11-10T16:33:18,9403085.139019009
1762776006,2025-11-10T17:30:06,9422616.80869185
1762780022,2025-11-10T18:37:02,9402658.299736265
1762783401,2025-11-10T19:33:21,9441609.506953064
1762787098,2025-11-10T20:34:58,9306497.690776085
1762790570,2025-11-10T21:32:50,9299429.852415677
1762794121,2025-11-10T22:32:01,9323793.655915074
1762797735,2025-11-10T23:32:15,9383995.7533708
1762801341,2025-11-11T00:32:21,9382875.374864336
1762804964,2025-11-11T01:32:44,9403135.896264607
1762808593,2025-11-11T02:33:13,9387365.037584534
1762812029,2025-11-11T03:30:29,9346676.094354969
1762815831,2025-11-11T04:33:51,9399610.440869011
1762819366,2025-11-11T05:32:46,9398676.438684847
1762822967,2025-11-11T06:32:47,9379984.9651405
1762826506,2025-11-11T07:31:46,9435826.50029344
1762830126,2025-11-11T08:32:06,9449516.678480934
1762833670,2025-11-11T09:31:10,9441790.93891067
1762837307,2025-11-11T10:31:47,9376225.907235594
1762840979,2025-11-11T11:32:59,9344929.70378579
1762844559,2025-11-11T12:32:39,9323936.79246629
1762848254,2025-11-11T13:34:14,9289795.882018933
1762851720,2025-11-11T14:32:00,9306389.72444961
1762855408,2025-11-11T15:33:28,9294287.269304035
1762858933,2025-11-11T16:32:13,9309434.266162913
1762862553,2025-11-11T17:32:33,9318024.447603002
1762866192,2025-11-11T18:33:12,9259741.696336022
1762869796,2025-11-11T19:33:16,9229843.907865232
1762873261,2025-11-11T20:31:01,9248671.10205664
1762877012,2025-11-11T21:33:32,9151884.743879084
1762880457,2025-11-11T22:30:57,9140241.045144873
1762884082,2025-11-11T23:31:22,9139371.726402374
1762887728,2025-11-12T00:32:08,9141940.78022808
1762891229,2025-11-12T01:30:29,9121461.801020298
1762894920,2025-11-12T02:32:00,9093749.460946979
1762898512,2025-11-12T03:31:52,9083658.171502149
1762902108,2025-11-12T04:31:48,9116883.344111575
1762905791,2025-11-12T05:33:11,9122002.831287129
1762909358,2025-11-12T06:32:38,9111446.646127837
1762912895,2025-11-12T07:31:35,9150265.50867419
1762916535,2025-11-12T08:32:15,9137638.256124573
1762920141,2025-11-12T09:32:21,9159524.079781221
1762923736,2025-11-12T10:32:16,9148134.534998005
1762927256,2025-11-12T11:30:56,9155163.340867603
1762931211,2025-11-12T12:36:51,9158804.429191435
1762934541,2025-11-12T13:32:21,9137976.046216918
1762938089,2025-11-12T14:31:29,9227660.55712179
1762941793,2025-11-12T15:33:13,9261540.9121756
1762945314,2025-11-12T16:31:54,9293796.533842983
1762948920,2025-11-12T17:32:00,9301446.806624848
1762952531,2025-11-12T18:32:11,9304645.644411135
1762956152,2025-11-12T19:32:32,9307223.15250236
1762959759,2025-11-12T20:32:39,9222905.135431245
1762963370,2025-11-12T21:32:50,9049804.276949726
1762967000,2025-11-12T22:33:20,8988677.252236074
1762970536,2025-11-12T23:32:16,9019174.811965391
1762974142,2025-11-13T00:32:22,8993013.580347825
1762977639,2025-11-13T01:30:39,8972610.670561913
1762981314,2025-11-13T02:31:54,9004296.523165952
1762984961,2025-11-13T03:32:41,9018772.559764333
1762988510,2025-11-13T04:31:50,9028583.947699703
1762992067,2025-11-13T05:31:07,9004149.539686559
1762995609,2025-11-13T06:30:09,9028863.56859959
1762999281,2025-11-13T07:31:21,9038526.043754267
1763002927,2025-11-13T08:32:07,9044913.886992797
1763006614,2025-11-13T09:33:34,9049051.667509122
1763008951,2025-11-13T10:12:31,9045193.722771157
